Contig,Feature,Feature Start in Contig,Feature End in Contig,Feature Direction in Contig,Domain Accession,Domain Start in Feature,Domain End in Feature,E-value,Bit Score,Domain Coverage,Domain Description
NC_004347,IOPOJEFP_00454,493081,493941,+,TIGR01474,7,284,4.0E-103,342.7,0.9964539007092199,ubiA_proteo: 4-hydroxybenzoate polyprenyl transferase
NC_004347,IOPOJEFP_00463,500072,502138,-,TIGR03145,4,661,1.2E-290,963.6,1.0,cyt_nit_nrfE: cytochrome c nitrate reductase biogenesis protein NrfE
NC_004347,IOPOJEFP_00471,509314,510588,+,TIGR04247,30,416,2.6E-116,386.3,1.0,NosD_copper_fam: nitrous oxide reductase family maturation protein NosD
NC_004347,IOPOJEFP_00492,532474,533940,-,TIGR00148,6,455,1.0E-172,572.7,1.0,"TIGR00148: decarboxylase, UbiD family"
NC_004347,IOPOJEFP_00495,536018,536476,-,TIGR00531,3,147,1.7E-35,120.7,0.9807692307692307,"BCCP: acetyl-CoA carboxylase, biotin carboxyl carrier protein"
NC_004347,IOPOJEFP_00496,536514,536954,-,TIGR01088,4,141,6.8E-60,198.8,0.9929078014184397,"aroQ: 3-dehydroquinate dehydratase, type II"
NC_004347,IOPOJEFP_00505,545547,545957,-,TIGR00220,3,133,4.0E-50,167.2,1.0,mscL: large conductance mechanosensitive channel protein
NC_004347,IOPOJEFP_00508,548246,549865,+,TIGR00711,36,522,2.5E-126,420.2,0.9855670103092784,"efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family"
NC_004347,IOPOJEFP_00516,554813,555832,+,TIGR00832,1,330,7.9E-133,440.7,1.0,acr3: arsenical-resistance protein
NC_004347,IOPOJEFP_00519,557306,558319,+,TIGR01534,4,323,1.3E-120,400.5,0.9939393939393939,"GAPDH-I: glyceraldehyde-3-phosphate dehydrogenase, type I"
NC_004347,IOPOJEFP_00523,562105,563460,-,TIGR02421,19,408,6.2E-146,484.3,0.9945652173913043,QEGLA: conserved hypothetical protein
NC_004347,IOPOJEFP_00525,564465,566618,+,TIGR00229,356,480,1.2E-24,84.9,0.9761904761904762,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00527,567059,568780,+,TIGR00254,137,299,4.4E-44,148.1,0.9761904761904762,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_00528,568932,569837,+,TIGR00768,2,286,8.1E-80,266.1,1.0,"rimK_fam: alpha-L-glutamate ligase, RimK family"
NC_004347,IOPOJEFP_00529,569884,570576,-,TIGR02001,1,228,1.8E-75,251.6,1.0,gcw_chp: conserved hypothetical protein
NC_004347,IOPOJEFP_00537,574761,576515,-,TIGR00254,413,483,2.2E-12,45.0,0.4226190476190476,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_00551,588371,589114,+,TIGR00530,50,177,2.8E-43,144.7,0.9846153846153847,AGP_acyltrn: 1-acylglycerol-3-phosphate O-acyltransferases
NC_004347,IOPOJEFP_00553,589619,590593,-,TIGR00254,152,315,2.8E-56,187.8,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_00560,599331,602948,+,TIGR00229,426,547,4.5E-15,53.9,0.9761904761904762,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00560,599331,602948,+,TIGR00229,550,676,9.8E-10,36.6,0.9761904761904762,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00564,608020,608676,+,TIGR03840,5,216,8.1E-90,298.0,0.9953051643192489,"TMPT_Se_Te: thiopurine S-methyltransferase, Se/Te detoxification family"
NC_004347,IOPOJEFP_00567,609336,610910,+,TIGR00229,23,109,4.2E-10,37.8,0.6984126984126984,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00574,617296,618174,-,TIGR00163,48,285,1.1E-76,255.1,0.9958847736625515,PS_decarb: phosphatidylserine decarboxylase
NC_004347,IOPOJEFP_00575,618247,619311,-,TIGR00157,77,336,2.1E-82,274.4,0.9959514170040485,TIGR00157: ribosome small subunit-dependent GTPase A
NC_004347,IOPOJEFP_00583,623398,624897,+,TIGR00196,238,495,7.5E-71,236.6,0.9566787003610109,yjeF_cterm: YjeF family C-terminal domain
NC_004347,IOPOJEFP_00584,624978,625436,+,TIGR00150,9,140,1.8E-49,165.0,0.9777777777777777,T6A_YjeE: tRNA threonylcarbamoyl adenosine modification protein YjeE
NC_004347,IOPOJEFP_00586,626850,628745,+,TIGR00585,2,308,7.4E-96,319.4,0.9968051118210862,mutl: DNA mismatch repair protein MutL
NC_004347,IOPOJEFP_00587,628738,629664,+,TIGR00174,9,294,2.6E-105,349.7,0.9895833333333334,miaA: tRNA dimethylallyltransferase
NC_004347,IOPOJEFP_00588,629756,630028,+,TIGR02383,5,64,2.0E-29,99.2,1.0,Hfq: RNA chaperone Hfq
NC_004347,IOPOJEFP_00589,630052,631359,+,TIGR03156,11,359,4.6E-154,510.5,0.9943019943019943,GTP_HflX: GTP-binding protein HflX
NC_004347,IOPOJEFP_00590,631396,632541,+,TIGR01933,71,331,2.0E-110,366.3,1.0,hflK: HflK protein
NC_004347,IOPOJEFP_00591,632545,633438,+,TIGR01932,6,158,1.1E-50,170.3,0.4748427672955975,hflC: HflC protein
NC_004347,IOPOJEFP_00591,632545,633438,+,TIGR01932,147,291,1.5E-56,189.5,0.4559748427672956,hflC: HflC protein
NC_004347,IOPOJEFP_00592,633799,634389,+,TIGR01416,9,190,1.5E-73,244.5,0.9943181818181818,"Rieske_proteo: ubiquinol-cytochrome c reductase, iron-sulfur subunit"
NC_004347,IOPOJEFP_00597,637616,638191,+,TIGR00566,1,188,6.1E-82,272.0,0.9947916666666666,trpG_papA: glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
NC_004347,IOPOJEFP_00601,643453,644670,+,TIGR03246,8,402,2.7E-209,693.0,0.9949622166246851,arg_catab_astC: succinylornithine transaminase family
NC_004347,IOPOJEFP_00602,644797,645816,+,TIGR03244,3,338,1.3E-137,456.1,0.9970238095238095,arg_catab_AstA: arginine N-succinyltransferase
NC_004347,IOPOJEFP_00603,645826,647289,+,TIGR03240,3,485,4.2E-244,808.6,0.9979338842975206,arg_catab_astD: succinylglutamate-semialdehyde dehydrogenase
NC_004347,IOPOJEFP_00610,652739,653296,-,TIGR02258,4,184,1.2E-26,91.7,0.9944444444444445,2_5_ligase: 2'-5' RNA ligase
NC_004347,IOPOJEFP_00611,653468,655654,+,TIGR00254,297,455,6.9E-36,121.4,0.9642857142857143,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_00612,655861,657867,+,TIGR01778,55,668,9.5E-298,987.2,1.0,TonB-copper: TonB-dependent copper receptor
NC_004347,IOPOJEFP_00613,658076,660583,+,TIGR01970,4,829,0.0,1291.6,1.0,DEAH_box_HrpB: ATP-dependent helicase HrpB
NC_004347,IOPOJEFP_00614,660661,662967,+,TIGR02071,28,748,2.0E-271,900.3,0.99039780521262,PBP_1b: penicillin-binding protein 1B
NC_004347,IOPOJEFP_00619,668166,669164,+,TIGR02824,9,331,6.8E-144,476.8,0.9938461538461538,"quinone_pig3: putative NAD(P)H quinone oxidoreductase, PIG3 family"
NC_004347,IOPOJEFP_00647,686773,688110,+,TIGR01641,106,187,1.1E-15,56.0,0.7064220183486238,"phageSPP1_gp7: phage head morphogenesis protein, SPP1 gp7 family"
NC_004347,IOPOJEFP_00648,688258,688710,+,TIGR01635,21,150,1.1E-22,78.6,0.9097222222222222,tail_comp_S: phage virion morphogenesis protein
NC_004347,IOPOJEFP_00659,696621,700547,+,TIGR02675,353,427,5.2E-21,72.7,1.0,tape_meas_nterm: tape measure domain
NC_004347,IOPOJEFP_00668,708075,708836,+,TIGR00571,3,251,6.6E-34,115.7,0.9925093632958801,dam: DNA adenine methylase
NC_004347,IOPOJEFP_00672,710918,712063,-,TIGR00131,7,378,1.1E-92,308.9,0.9922680412371134,gal_kin: galactokinase
NC_004347,IOPOJEFP_00679,719084,720442,-,TIGR00797,30,410,1.1E-57,193.7,0.952020202020202,matE: MATE efflux family protein
NC_004347,IOPOJEFP_00681,721019,722656,+,TIGR02348,3,526,2.6E-254,842.5,0.9980988593155894,GroEL: chaperonin GroL
NC_004347,IOPOJEFP_00683,723308,724609,+,TIGR03071,9,105,1.7E-14,51.7,0.9801980198019802,couple_hipA: HipA N-terminal domain
NC_004347,IOPOJEFP_00697,734402,736645,-,TIGR01785,31,747,1.6E-107,358.6,0.9985228951255539,TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
NC_004347,IOPOJEFP_00700,738494,740719,+,TIGR00198,24,741,0.0,1116.5,0.9874301675977654,cat_per_HPI: catalase/peroxidase HPI
NC_004347,IOPOJEFP_00716,756464,757384,-,TIGR01413,10,300,1.4E-69,232.8,0.9814241486068112,Dyp_perox_fam: Dyp-type peroxidase family
NC_004347,IOPOJEFP_00717,757617,759329,-,TIGR00066,45,562,3.0E-120,400.1,1.0,g_glut_trans: gamma-glutamyltransferase
NC_004347,IOPOJEFP_00731,771939,772997,-,TIGR00034,6,349,5.5E-171,565.9,1.0,aroFGH: 3-deoxy-7-phosphoheptulonate synthase
NC_004347,IOPOJEFP_00734,775008,776258,-,TIGR03644,16,409,1.1E-201,667.9,1.0,"marine_trans_1: probable ammonium transporter, marine subtype"
NC_004347,IOPOJEFP_00744,782703,783173,-,TIGR01529,11,151,1.9E-43,145.9,0.9726027397260274,argR_whole: arginine repressor
NC_004347,IOPOJEFP_00745,783465,784400,+,TIGR01772,2,311,7.5E-128,424.2,0.9968051118210862,"MDH_euk_gproteo: malate dehydrogenase, NAD-dependent"
NC_004347,IOPOJEFP_00749,786827,787501,-,TIGR02727,36,218,1.4E-49,166.4,1.0,MTHFS_bact: 5-formyltetrahydrofolate cyclo-ligase
NC_004347,IOPOJEFP_00752,789015,790238,+,TIGR01984,15,405,5.3E-159,527.1,1.0,UbiH: 2-polyprenyl-6-methoxyphenol 4-hydroxylase
NC_004347,IOPOJEFP_00753,790275,791498,+,TIGR01988,8,397,4.5E-129,428.6,1.0,"Ubi-OHases: ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family"
NC_004347,IOPOJEFP_00754,791897,792991,+,TIGR00528,3,359,2.5E-137,455.6,0.9972375690607734,gcvT: glycine cleavage system T protein
NC_004347,IOPOJEFP_00755,793017,793406,+,TIGR00527,3,129,9.8E-56,185.3,0.9922480620155039,gcvH: glycine cleavage system H protein
NC_004347,IOPOJEFP_00756,793529,796417,+,TIGR00461,18,955,0.0,1534.0,1.0,gcvP: glycine dehydrogenase
NC_004347,IOPOJEFP_00769,806585,808783,+,TIGR03549,2,723,0.0,1500.2,0.9986168741355463,TIGR03549: YcaO domain protein
NC_004347,IOPOJEFP_00770,808860,809768,-,TIGR00254,136,299,3.8E-47,158.1,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_00775,814692,816053,+,TIGR00797,20,418,1.5E-52,176.8,1.0,matE: MATE efflux family protein
NC_004347,IOPOJEFP_00781,821151,821627,-,TIGR02695,32,156,4.0E-62,206.1,1.0,azurin: azurin
NC_004347,IOPOJEFP_00782,821797,822732,-,TIGR02152,12,310,2.3E-116,386.2,0.9966442953020134,D_ribokin_bact: ribokinase
NC_004347,IOPOJEFP_00789,831267,833549,+,TIGR01371,6,757,0.0,1066.4,0.9986737400530504,met_syn_B12ind: 5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
NC_004347,IOPOJEFP_00791,834972,836189,+,TIGR01730,40,385,1.2E-49,167.0,0.9409937888198758,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_00793,838167,839585,+,TIGR01845,22,462,9.5E-81,269.9,0.9956521739130435,"outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family"
NC_004347,IOPOJEFP_00798,844169,845806,-,TIGR00795,5,534,8.5E-215,712.5,0.9981132075471698,"lctP: transporter, lactate permease (LctP) family"
NC_004347,IOPOJEFP_00801,849536,850483,-,TIGR01380,2,311,4.5E-139,460.7,0.9935897435897436,glut_syn: glutathione synthase
NC_004347,IOPOJEFP_00802,850577,851308,-,TIGR00046,3,242,5.0E-79,263.0,0.9958333333333333,"TIGR00046: RNA methyltransferase, RsmE family"
NC_004347,IOPOJEFP_00809,861313,862764,+,TIGR00254,318,478,3.3E-45,151.8,0.9880952380952381,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_00810,863203,865296,+,TIGR00484,2,688,5.7E-288,954.7,0.9927641099855282,EF-G: translation elongation factor G
NC_004347,IOPOJEFP_00814,867242,868246,-,TIGR02163,43,295,1.9E-115,382.7,0.996078431372549,"napH_: ferredoxin-type protein, NapH/MauN family"
NC_004347,IOPOJEFP_00815,868243,868977,-,TIGR00397,14,222,1.1E-79,264.8,0.9671361502347418,mauM_napG: MauM/NapG family ferredoxin-type protein
NC_004347,IOPOJEFP_00816,869029,871509,-,TIGR01706,3,826,0.0,1535.7,0.9987951807228915,"NAPA: periplasmic nitrate reductase, large subunit"
NC_004347,IOPOJEFP_00819,873944,874486,-,TIGR02532,9,31,9.1E-5,20.2,0.9583333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_00820,874489,874896,-,TIGR02532,10,26,1.3E-4,19.6,0.7083333333333334,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_00821,874887,875321,-,TIGR02532,8,29,6.0E-8,30.2,0.9166666666666666,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_00822,875323,875694,-,TIGR02532,5,28,6.8E-11,39.6,1.0,IV_pilin_GFxxxE: prepilin-type N-terminal cleavage/methylation domain
NC_004347,IOPOJEFP_00826,881216,882574,+,TIGR00835,15,438,3.4E-152,505.1,1.0,agcS: amino acid carrier protein
NC_004347,IOPOJEFP_00827,882701,887998,+,TIGR00229,515,636,4.0E-17,60.5,0.9365079365079365,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00827,882701,887998,+,TIGR00229,639,764,2.8E-11,41.6,0.9603174603174603,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00827,882701,887998,+,TIGR00229,792,899,7.9E-8,30.5,0.8492063492063492,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00827,882701,887998,+,TIGR00229,902,1023,1.5E-17,61.9,0.9603174603174603,sensory_box: PAS domain S-box protein
NC_004347,IOPOJEFP_00829,889184,890140,-,TIGR03317,179,243,3.4E-28,95.4,0.9701492537313433,ygfZ_signature: folate-binding protein YgfZ
NC_004347,IOPOJEFP_00837,899247,900092,-,TIGR00018,6,277,1.2E-101,337.4,0.9717314487632509,panC: pantoate--beta-alanine ligase
NC_004347,IOPOJEFP_00838,900169,900963,-,TIGR00222,5,263,6.8E-114,377.8,0.9848484848484849,panB: 3-methyl-2-oxobutanoate hydroxymethyltransferase
NC_004347,IOPOJEFP_00839,901020,901508,-,TIGR01498,4,133,1.1E-44,149.7,1.0,folK: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
NC_004347,IOPOJEFP_00840,901508,902815,-,TIGR01942,2,432,1.0E-205,681.4,0.9929411764705882,pcnB: poly(A) polymerase
NC_004347,IOPOJEFP_00841,903099,903998,-,TIGR03838,15,275,5.5E-110,365.0,0.9816176470588235,queuosine_YadB: glutamyl-queuosine tRNA(Asp) synthetase
NC_004347,IOPOJEFP_00842,904132,904575,-,TIGR02420,28,136,1.4E-50,168.3,0.990909090909091,dksA: RNA polymerase-binding protein DksA
NC_004347,IOPOJEFP_00843,904739,905443,-,TIGR00230,5,228,6.8E-75,249.4,0.9444444444444444,sfsA: sugar fermentation stimulation protein
NC_004347,IOPOJEFP_00854,915614,915814,+,TIGR02443,4,60,1.6E-27,93.1,1.0,TIGR02443: conserved hypothetical protein
NC_004347,IOPOJEFP_00855,915983,917095,+,TIGR03380,13,368,4.2E-176,583.1,1.0,agmatine_aguA: agmatine deiminase
NC_004347,IOPOJEFP_00866,928930,930300,+,TIGR01936,9,456,4.1E-169,561.1,1.0,"nqrA: NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit"
NC_004347,IOPOJEFP_00867,930300,931532,+,TIGR01937,26,404,7.9E-136,451.1,0.9467312348668281,"nqrB: NADH:ubiquinone oxidoreductase, Na(+)-translocating, B subunit"
NC_004347,IOPOJEFP_00868,931522,932316,+,TIGR01938,6,248,2.5E-62,208.7,0.9880478087649402,"nqrC: NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit"
NC_004347,IOPOJEFP_00869,932313,932933,+,TIGR01939,6,204,2.4E-83,277.0,0.966183574879227,"nqrD: NADH:ubiquinone oxidoreductase, Na(+)-translocating, D subunit"
NC_004347,IOPOJEFP_00870,932943,933551,+,TIGR01940,2,200,3.5E-97,322.5,0.995,"nqrE: NADH:ubiquinone oxidoreductase, Na(+)-translocating, E subunit"
NC_004347,IOPOJEFP_00871,933603,934820,+,TIGR01941,3,405,7.7E-233,770.6,1.0,"nqrF: NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit"
NC_004347,IOPOJEFP_00883,945565,946104,-,TIGR00258,10,179,1.1E-38,130.9,1.0,TIGR00258: inosine/xanthosine triphosphatase
NC_004347,IOPOJEFP_00894,956612,957565,+,TIGR00254,146,305,2.5E-48,161.9,0.9523809523809523,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_00895,957987,959138,-,TIGR01034,5,378,8.9E-196,648.2,0.9920424403183024,metK: methionine adenosyltransferase
NC_004347,IOPOJEFP_00896,959616,961610,+,TIGR00232,7,663,6.3E-303,1004.1,0.9938837920489296,tktlase_bact: transketolase
NC_004347,IOPOJEFP_00897,961739,962755,+,TIGR01532,3,327,4.7E-163,540.0,1.0,E4PD_g-proteo: erythrose-4-phosphate dehydrogenase
NC_004347,IOPOJEFP_00899,964252,965319,+,TIGR01521,3,349,9.9E-193,637.8,1.0,"FruBisAldo_II_B: fructose-bisphosphate aldolase, class II, Calvin cycle subtype"
NC_004347,IOPOJEFP_00910,976359,977147,-,TIGR04038,67,257,1.3E-78,261.1,0.9895833333333334,"tatD_link_rSAM: radical SAM protein, TatD family-associated"
NC_004347,IOPOJEFP_00912,980436,981638,-,TIGR01730,44,377,1.2E-42,144.0,0.9968944099378882,"RND_mfp: efflux transporter, RND family, MFP subunit"
NC_004347,IOPOJEFP_00916,984985,986400,+,TIGR00796,19,449,5.5E-123,408.9,1.0,livcs: branched-chain amino acid transport system II carrier protein
NC_004347,IOPOJEFP_00917,986481,987383,+,TIGR02225,13,299,1.4E-117,390.1,0.993103448275862,recomb_XerD: tyrosine recombinase XerD
NC_004347,IOPOJEFP_00919,988352,990076,+,TIGR00644,22,570,1.9E-147,489.8,0.9945054945054945,recJ: single-stranded-DNA-specific exonuclease RecJ
NC_004347,IOPOJEFP_00923,991215,992798,-,TIGR03140,1,512,1.6E-242,803.5,1.0,AhpF: alkyl hydroperoxide reductase subunit F
NC_004347,IOPOJEFP_00924,993033,993602,-,TIGR03137,4,189,9.5E-104,343.0,0.9946524064171123,AhpC: peroxiredoxin
NC_004347,IOPOJEFP_00936,1001534,1003324,-,TIGR01813,152,586,9.6E-170,563.0,0.9977477477477478,flavo_cyto_c: flavocytochrome c
NC_004347,IOPOJEFP_00942,1007131,1007556,-,TIGR03561,4,135,4.4E-52,173.9,1.0,"organ_hyd_perox: peroxiredoxin, Ohr subfamily"
NC_004347,IOPOJEFP_00945,1009674,1010762,+,TIGR02085,2,359,1.2E-167,555.6,0.946524064171123,meth_trns_rumB: 23S rRNA (uracil-5-)-methyltransferase RumB
NC_004347,IOPOJEFP_00950,1013820,1014971,+,TIGR00937,8,376,7.1E-84,280.5,1.0,2A51: chromate efflux transporter
NC_004347,IOPOJEFP_00953,1016861,1021147,-,TIGR01591,740,1417,2.0E-238,790.8,1.0,"Fdh-alpha: formate dehydrogenase, alpha subunit"
NC_004347,IOPOJEFP_00956,1024489,1025547,+,TIGR00020,8,350,5.9E-163,540.0,0.9424657534246575,prfB: peptide chain release factor 2
NC_004347,IOPOJEFP_00957,1025577,1027079,+,TIGR00499,9,499,1.0E-203,675.4,0.9939516129032258,lysS_bact: lysine--tRNA ligase
NC_004347,IOPOJEFP_00960,1028082,1028582,-,TIGR03645,4,165,5.4E-104,343.1,1.0,glyox_marine: lactoylglutathione lyase family protein
NC_004347,IOPOJEFP_00971,1045281,1046744,-,TIGR01770,9,475,1.3E-128,427.9,0.9978813559322034,"NDH_I_N: proton-translocating NADH-quinone oxidoreductase, chain N"
NC_004347,IOPOJEFP_00972,1046741,1048285,-,TIGR01972,5,502,1.8E-174,578.9,0.9897119341563786,"NDH_I_M: proton-translocating NADH-quinone oxidoreductase, chain M"
NC_004347,IOPOJEFP_00973,1048384,1050231,-,TIGR01974,3,612,4.3E-223,740.7,0.9968253968253968,"NDH_I_L: proton-translocating NADH-quinone oxidoreductase, chain L"
NC_004347,IOPOJEFP_00976,1051095,1051637,-,TIGR01971,16,137,4.7E-50,166.2,1.0,"NuoI: NADH-quinone oxidoreductase, chain I"
NC_004347,IOPOJEFP_00978,1052611,1055340,-,TIGR01973,4,657,1.9E-201,669.0,1.0,"NuoG: NADH dehydrogenase (quinone), G subunit"
NC_004347,IOPOJEFP_00979,1055382,1056767,-,TIGR01959,27,439,9.1E-195,644.8,0.9975609756097561,"nuoF_fam: NADH oxidoreductase (quinone), F subunit"
NC_004347,IOPOJEFP_00980,1056764,1057306,-,TIGR01958,36,179,1.2E-46,156.5,0.9864864864864865,"nuoE_fam: NADH-quinone oxidoreductase, E subunit"
NC_004347,IOPOJEFP_00981,1057388,1059193,-,TIGR01962,216,601,3.9E-171,567.1,0.9974093264248705,"NuoD: NADH dehydrogenase (quinone), D subunit"
NC_004347,IOPOJEFP_00982,1059197,1059871,-,TIGR01957,46,182,1.0E-66,221.3,0.9517241379310345,"nuoB_fam: NADH-quinone oxidoreductase, B subunit"
NC_004347,IOPOJEFP_00993,1066803,1070537,-,TIGR02082,20,1209,0.0,1757.7,0.9991539763113367,metH: methionine synthase
NC_004347,IOPOJEFP_00997,1074417,1075469,+,TIGR03160,15,346,1.7E-136,452.8,0.9940119760479041,cobT_DBIPRT: nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
NC_004347,IOPOJEFP_00998,1075576,1076364,+,TIGR00317,12,251,4.6E-35,119.5,0.975103734439834,cobS: cobalamin 5'-phosphate synthase
NC_004347,IOPOJEFP_01000,1077085,1078710,+,TIGR00313,31,529,8.6E-143,474.5,0.9958071278825996,cobQ: cobyric acid synthase CobQ
NC_004347,IOPOJEFP_01001,1078726,1079349,+,TIGR00708,35,207,7.2E-69,229.0,1.0,"cobA: cob(I)yrinic acid a,c-diamide adenosyltransferase"
NC_004347,IOPOJEFP_01005,1081547,1082227,-,TIGR01726,23,117,3.9E-23,79.8,0.9696969696969697,"HEQRo_perm_3TM: amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family"
NC_004347,IOPOJEFP_01017,1093490,1094878,+,TIGR00254,283,446,8.1E-46,153.7,0.9821428571428571,GGDEF: diguanylate cyclase (GGDEF) domain
NC_004347,IOPOJEFP_01019,1097332,1099965,-,TIGR02412,35,873,0.0,1215.4,0.9987980769230769,pepN_strep_liv: aminopeptidase N
NC_004347,IOPOJEFP_01020,1100205,1100798,-,TIGR02722,3,188,1.1E-77,258.3,0.9947089947089947,lp_: uncharacterized lipoprotein
NC_004347,IOPOJEFP_01022,1102263,1102808,-,TIGR00079,19,169,8.0E-35,117.7,0.9006211180124224,pept_deformyl: peptide deformylase
NC_004347,IOPOJEFP_01026,1105523,1108138,+,TIGR03501,849,869,0.0016,17.1,0.9545454545454546,GlyGly_CTERM: GlyGly-CTERM domain
NC_004347,IOPOJEFP_01028,1108836,1109273,+,TIGR00369,26,141,4.1E-35,118.4,0.9829059829059829,unchar_dom_1: uncharacterized domain 1
NC_004347,IOPOJEFP_01042,1124773,1125501,-,TIGR00093,92,223,5.1E-43,144.6,0.8571428571428571,TIGR00093: pseudouridine synthase
NC_004347,IOPOJEFP_01052,1134406,1135698,+,TIGR01326,3,426,2.0E-190,630.8,0.9976076555023924,OAH_OAS_sulfhy: O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
NC_004347,IOPOJEFP_01060,1146203,1147570,+,TIGR01936,13,455,4.7E-179,593.9,1.0,"nqrA: NADH:ubiquinone oxidoreductase, Na(+)-translocating, A subunit"
NC_004347,IOPOJEFP_01061,1147570,1148769,+,TIGR01937,3,395,5.9E-178,589.9,1.0,"nqrB: NADH:ubiquinone oxidoreductase, Na(+)-translocating, B subunit"
NC_004347,IOPOJEFP_01062,1148762,1149550,+,TIGR01938,5,254,4.5E-82,273.4,0.9960159362549801,"nqrC: NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit"
NC_004347,IOPOJEFP_01063,1149550,1150182,+,TIGR01939,4,207,3.0E-102,338.8,0.9903381642512077,"nqrD: NADH:ubiquinone oxidoreductase, Na(+)-translocating, D subunit"
NC_004347,IOPOJEFP_01064,1150188,1150796,+,TIGR01940,2,200,7.5E-102,337.8,0.995,"nqrE: NADH:ubiquinone oxidoreductase, Na(+)-translocating, E subunit"
NC_004347,IOPOJEFP_01065,1150843,1152099,+,TIGR01941,14,418,1.2E-235,779.8,1.0,"nqrF: NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit"
NC_004347,IOPOJEFP_01068,1153719,1154192,+,TIGR00754,1,156,6.2E-72,238.7,0.9936305732484076,bfr: bacterioferritin
NC_004347,IOPOJEFP_01069,1154202,1154669,+,TIGR00754,1,155,2.2E-52,175.2,0.9808917197452229,bfr: bacterioferritin
NC_004347,IOPOJEFP_01073,1158327,1159787,-,TIGR01893,9,482,2.3E-181,601.6,0.9937238493723849,aa-his-dipept: Xaa-His dipeptidase
NC_004347,IOPOJEFP_01077,1164019,1165137,+,TIGR01027,9,371,1.8E-143,476.0,1.0,proB: glutamate 5-kinase
