id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn00883_c0	>	Cytosol_0	kb|g.220339.CDS.3798	1D-myo-Inositol 3-phosphate phosphahydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd02484[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00121[c0]	(1)  H2O_c0[c0] + (1)  Inositol 3-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-Inositol_c0[c0]	rxn00883	INM1	R01187	Streptomycin biosynthesis|Inositol phosphate metabolism	Biosynthesis|Cyclitols-Biosynthesis|Myo-Inositol-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-DERIVS
rxn01923_c0	>	Cytosol_0	(kb|g.220339.CDS.1648 or kb|g.220339.CDS.3827)	2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase_c0		-78.1137		(1)  cpd00007[c0] + (2)  cpd00481[c0] => (2)  cpd00001[c0] + (2)  cpd02187[c0]	(1)  O2_c0[c0] + (2)  Isobutyryl-CoA_c0[c0] => (2)  H2O_c0[c0] + (2)  Methacrylyl-CoA_c0[c0]	rxn01923				
rxn00248_c0	=	Cytosol_0	kb|g.220339.CDS.1081	(S)-malate:NAD+ oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00130[c0] <=> (1)  cpd00004[c0] + (1)  cpd00032[c0] + (1)  cpd00067[c0]	(1)  NAD_c0[c0] + (1)  L-Malate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  Oxaloacetate_c0[c0] + (1)  H+_c0[c0]	rxn00248	MDH	R00342	Citrate cycle (TCA cycle)|Pyruvate metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism|Carbon fixation in photosynthetic organisms|Carbon fixation pathways in prokaryotes	ANAEROBIC-RESPIRATION|ANARESP1-PWY|ASPARTATE-DEG|Amino-Acid-Degradation|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|FERMENTATION-PWY|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLUTAMATE-DEG|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|GLYOXYLATE-BYPASS|Gluconeogenesis|MALATE-ASPARTATE-SHUTTLE-PWY|MALATE-OXALOACETATE-SHUTTLE|P105-PWY|P108-PWY|P23-PWY|P42-PWY|Pyruvate-Degradation|Reductive-TCA-Cycles|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS|Transport-Pathways
rxn05734_c0	=	Cytosol_0	(kb|g.220339.CDS.1238 or kb|g.220339.CDS.1237 or kb|g.220339.CDS.2006 or kb|g.220339.CDS.3749 or kb|g.220339.CDS.3653 or kb|g.220339.CDS.3017 or kb|g.220339.CDS.159 or kb|g.220339.CDS.1677 or kb|g.220339.CDS.147)	aldehyde dehydrogenase (glyoxylate, NAD)_c0		-7.06		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00040[c0] <=> (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd00180[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Glyoxalate_c0[c0] <=> (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  Oxalate_c0[c0]	rxn05734	ALDD30			
rxn01302_c0	=	Cytosol_0	kb|g.220339.CDS.3473	L-Homoserine:NADP+ oxidoreductase_c0		5.22		(1)  cpd00006[c0] + (1)  cpd00227[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00346[c0]	(1)  NADP_c0[c0] + (1)  L-Homoserine_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0]	rxn01302	HOM6_2	R01775	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn05422_c0	=	Cytosol_0	(kb|g.220339.CDS.1964 or kb|g.220339.CDS.4083 or kb|g.220339.CDS.1658 or kb|g.220339.CDS.3983 or kb|g.220339.CDS.2652 or kb|g.220339.CDS.565 or kb|g.220339.CDS.364 or kb|g.220339.CDS.294)	10-methyl-3-oxo-undecanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11558[c0] <=> (1)  cpd00006[c0] + (1)  cpd11559[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-3-oxo-undecanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  10-methyl-3-hydroxy-undecanoyl-ACP_c0[c0]	rxn05422				
rxn05448_c0	>	Cytosol_0	(kb|g.220339.CDS.3402 or kb|g.220339.CDS.2309)	10-methyl-trans-undec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11560[c0] => (1)  cpd00003[c0] + (1)  cpd11561[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-trans-undec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  10-methyl-undecanoyl-ACP_c0[c0]	rxn05448				
rxn03164_c0	>	Cytosol_0	kb|g.220339.CDS.1396	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-_c0	6.3.2.15	-6.35		(1)  cpd00002[c0] + (1)  cpd00731[c0] + (1)  cpd02964[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02968[c0]	(1)  ATP_c0[c0] + (1)  Ala-Ala_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine_c0[c0]	rxn03164	UGMDDS	R04617	Lysine biosynthesis|Peptidoglycan biosynthesis	Acetylmuramoyl-Pentapeptide-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|PEPTIDOGLYCANSYN-PWY|Peptidoglycan-Biosynthesis
rxn03906_c0	>	Cytosol_0	(kb|g.220339.CDS.3622 or kb|g.220339.CDS.198)	rxn03906_c0		-95.93		(1)  cpd00004[c0] + (1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd02045[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00011[c0] + (1)  cpd01932[c0]	(1)  NADH_c0[c0] + (1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  1-Hydroxy-2-naphthoate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  CO2_c0[c0] + (1)  1,2-Naphthalenediol_c0[c0]	rxn03906		R05632	Polycyclic aromatic hydrocarbon degradation	
rxn00879_c0	=	Cytosol_0	(kb|g.220339.CDS.70 or kb|g.220339.CDS.72)	myo-Inositol:NAD+ 2-oxidoreductase_c0		2.3		(1)  cpd00003[c0] + (1)  cpd00121[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00524[c0]	(1)  NAD_c0[c0] + (1)  L-Inositol_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  2-Inosose_c0[c0]	rxn00879	INS2D	R01183	Streptomycin biosynthesis|Inositol phosphate metabolism	
rxn05229_c0	>	Cytosol_0	(kb|g.220339.CDS.506 and kb|g.220339.CDS.507)	NCAIR synthetase and NCAIR mutase_c0		-4.654		(1)  cpd00002[c0] + (1)  cpd00242[c0] + (1)  cpd02140[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd02893[c0]	(1)  ATP_c0[c0] + (1)  H2CO3_c0[c0] + (1)  AIR_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  5'-Phosphoribosyl-4-carboxy-5-aminoimidazole_c0[c0]	rxn05229				
rxn12637_c0	=	Cytosol_0	(kb|g.220339.CDS.3661 or kb|g.220339.CDS.2906 or kb|g.220339.CDS.3864 or kb|g.220339.CDS.1424)	aminopeptidase_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11589[c0] <=> (1)  cpd00033[c0] + (1)  cpd00041[c0]	(1)  H2O_c0[c0] + (1)  gly-asp-L_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Aspartate_c0[c0]	rxn12637	AMPEP13			
rxn09104_c0	>	Cytosol_0	kb|g.220339.CDS.3250	phosphatidylglycerol phosphate phosphatase (n-C16:0)_c0		-214.82		(1)  cpd00001[c0] + (1)  cpd15545[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd15538[c0]	(1)  H2O_c0[c0] + (1)  Phosphatidylglycerophosphate dihexadecanoyl_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Phosphatidylglycerol dihexadecanoyl_c0[c0]	rxn09104	PGPP160pp			
rxn08354_c0	=	Cytosol_0	(kb|g.220339.CDS.361 and kb|g.220339.CDS.360 and kb|g.220339.CDS.362)	Dimethyl sulfoxide reductase (Menaquinol 8)_c0				(1)  cpd08021[c0] + (1)  cpd15499[c0] <=> (1)  cpd00001[c0] + (1)  cpd00450[c0] + (1)  cpd15500[c0]	(1)  DMSO_c0[c0] + (1)  Menaquinol 8_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Methyl sulfide_c0[c0] + (1)  Menaquinone 8_c0[c0]	rxn08354	DMSOR1			
rxn08807_c0	=	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd15317[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15237[c0]	(1)  H2O_c0[c0] + (1)  1-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  hexadecenoate_c0[c0]	rxn08807	LPLIPAL1E161pp			
rxn00902_c0	<	Cytosol_0	kb|g.220339.CDS.481	3-Carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase_c0	4.1.3.12	8.93		(1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd01646[c0] <= (1)  cpd00001[c0] + (1)  cpd00022[c0] + (1)  cpd00123[c0]	(1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  2-Isopropylmalate_c0[c0] <= (1)  H2O_c0[c0] + (1)  Acetyl-CoA_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0]	rxn00902	IPPS	R01213	Valine, leucine and isoleucine biosynthesis|Pyruvate metabolism	Amino-Acid-Biosynthesis|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Energy-Metabolism|IND-AMINO-ACID-SYN|LEUCINE-SYN|LEUSYN-PWY
rxn00952_c0	>	Cytosol_0	(kb|g.220339.CDS.4105 or kb|g.220339.CDS.3550 or kb|g.220339.CDS.2169)	O-Acetyl-L-homoserine acetate-lyase (adding methanethiol)_c0		-3.42		(1)  cpd00239[c0] + (1)  cpd00790[c0] => (1)  cpd00029[c0] + (1)  cpd00067[c0] + (1)  cpd00135[c0]	(1)  H2S_c0[c0] + (1)  O-Acetyl-L-homoserine_c0[c0] => (1)  Acetate_c0[c0] + (1)  H+_c0[c0] + (1)  Homocysteine_c0[c0]	rxn00952	AHSERL2	R01287	Cysteine and methionine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|CYSTEINE-SYN|IND-AMINO-ACID-SYN|METHIONINE-SYN|Other-Amino-Acid-Biosynthesis
rxn08809_c0	=	Cytosol_0	(kb|g.220339.CDS.910 or kb|g.220339.CDS.38)	Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)_c0		-264.53		(1)  cpd00001[c0] + (1)  cpd12547[c0] <=> (1)  cpd00067[c0] + (1)  cpd00908[c0] + (1)  cpd15269[c0]	(1)  H2O_c0[c0] + (1)  L-2-Lysophosphatidylethanolamine_c0[c0] <=> (1)  H+_c0[c0] + (1)  Glycerophosphoethanolamine_c0[c0] + (1)  octadecenoate_c0[c0]	rxn08809	LPLIPAL1E181pp			
rxn00503_c0	=	Cytosol_0	(kb|g.220339.CDS.3794 or kb|g.220339.CDS.3795)	L-1-Pyrroline-5-carboxylate:NAD+ oxidoreductase_c0		4.25		(2)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd02431[c0] <=> (1)  cpd00004[c0] + (1)  cpd00023[c0] + (1)  cpd00067[c0]	(2)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  H+_c0[c0]	rxn00503	P5CD	R00707	Alanine, aspartate and glutamate metabolism|Arginine and proline metabolism	ARGASEDEG-PWY|ARGININE-DEG|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|Ethylene-Biosynthesis|GLUTAMATE-SYN|HORMONE-SYN|IND-AMINO-ACID-SYN|PROLINE-DEG|PROUT-PWY|Plant-Hormone-Biosynthesis
rxn10266_c0	>	Cytosol_0	kb|g.220339.CDS.3250	anteisoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase_c0		-2.317		(1)  cpd00001[c0] + (1)  cpd15717[c0] => (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd15723[c0]	(1)  H2O_c0[c0] + (1)  Dianteisoheptadecanoylphosphatidylglycerophosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Dianteisoheptadecanoylphosphatidylglycerol_c0[c0]	rxn10266				
rxn03962_c0	=	Cytosol_0	kb|g.220339.CDS.1460	GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)_c0		2.3		(1)  cpd00006[c0] + (1)  cpd00272[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00900[c0]	(1)  NADP_c0[c0] + (1)  GDP-L-fucose_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  GDP-4-dehydro-D-rhamnose_c0[c0]	rxn03962	GFUCS	R05692	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism	
rxn03909_c0	>	Cytosol_0	(kb|g.220339.CDS.3927 or kb|g.220339.CDS.3926 or kb|g.220339.CDS.3164)	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)_c0		-8.11		(1)  cpd00020[c0] + (1)  cpd00067[c0] + (1)  cpd00102[c0] => (1)  cpd00011[c0] + (1)  cpd08289[c0]	(1)  Pyruvate_c0[c0] + (1)  H+_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] => (1)  CO2_c0[c0] + (1)  1-deoxy-D-xylulose5-phosphate_c0[c0]	rxn03909	DXPS	R05636	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|THISYN-PWY|Terpenoid-Biosynthesis|Thiamine-Biosynthesis|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn05187_c0	>	Cytosol_0	(kb|g.220339.CDS.719 and kb|g.220339.CDS.720 and kb|g.220339.CDS.721)	Vitamin ABC transport_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd03424[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03424[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Vitamin B12_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Vitamin B12_c0[c0]	rxn05187				
rxn04745_c0	>	Cytosol_0	(kb|g.220339.CDS.3622 or kb|g.220339.CDS.198)	salicylate,NADH:oxygen oxidoreductase_c0		-95.93		(1)  cpd00004[c0] + (1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd09812[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00011[c0] + (1)  cpd09813[c0]	(1)  NADH_c0[c0] + (1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  4-Hydroxymethylsalicylate_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  CO2_c0[c0] + (1)  4-Hydroxymethylcatechol_c0[c0]	rxn04745		R06936	Naphthalene degradation	
rxn05328_c0	<	Cytosol_0	(kb|g.220339.CDS.3402 or kb|g.220339.CDS.2309)	Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA_c0		16.55		(1)  cpd00003[c0] + (1)  cpd11476[c0] <= (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11477[c0]	(1)  NAD_c0[c0] + (1)  hexadecanoyl-acp_c0[c0] <= (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  (2E) -Hexadecenoyl-[acp]_c0[c0]	rxn05328		R04969	Fatty acid biosynthesis	
rxn02853_c0	>	Cytosol_0	(kb|g.220339.CDS.1238 or kb|g.220339.CDS.1237 or kb|g.220339.CDS.2006 or kb|g.220339.CDS.3749 or kb|g.220339.CDS.3653 or kb|g.220339.CDS.3017 or kb|g.220339.CDS.159 or kb|g.220339.CDS.1677 or kb|g.220339.CDS.147)	Imidazole acetaldehyde:NAD+ oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd03052[c0] => (1)  cpd00004[c0] + (2)  cpd00067[c0] + (1)  cpd01831[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  Imidazole acetaldehyde_c0[c0] => (1)  NADH_c0[c0] + (2)  H+_c0[c0] + (1)  4-Imidazoleacetate_c0[c0]	rxn02853	ALDD20x	R04065	Histidine metabolism	AMINE-DEG|Degradation
rxn10230_c0	>	Cytosol_0	kb|g.220339.CDS.712	anteisopentadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0		-15.04		(1)  cpd00054[c0] + (1)  cpd15687[c0] => (1)  cpd00046[c0] + (1)  cpd00067[c0] + (1)  cpd15693[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-dianteisopentadecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (1)  H+_c0[c0] + (1)  Dianteisopentadecanoylphosphatidylserine_c0[c0]	rxn10230				
rxn02056_c0	=	Cytosol_0	kb|g.220339.CDS.2416	S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0				(2)  cpd00067[c0] + (1)  cpd00557[c0] <=> (1)  cpd03426[c0] + (1)  cpd10515[c0]	(2)  H+_c0[c0] + (1)  Siroheme_c0[c0] <=> (1)  Sirohydrochlorin_c0[c0] + (1)  Fe2+_c0[c0]	rxn02056	SHCHF	R02864	Porphyrin and chlorophyll metabolism	Biosynthesis|Cofactor-Biosynthesis|Porphyrin-Compounds-Biosynthesis
rxn05372_c0	=	Cytosol_0	(kb|g.220339.CDS.1964 or kb|g.220339.CDS.4083 or kb|g.220339.CDS.1658 or kb|g.220339.CDS.3983 or kb|g.220339.CDS.2652 or kb|g.220339.CDS.565 or kb|g.220339.CDS.364 or kb|g.220339.CDS.294)	10-methyl-3-oxo-dodecanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11508[c0] <=> (1)  cpd00006[c0] + (1)  cpd11509[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-3-oxo-dodecanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  10-methyl-3-hydroxy-dodecanoyl-ACP_c0[c0]	rxn05372				
rxn00459_c0	=	Cytosol_0	kb|g.220339.CDS.2200	2-Phospho-D-glycerate hydro-lyase_c0		-0.87		(1)  cpd00482[c0] <=> (1)  cpd00001[c0] + (1)  cpd00061[c0]	(1)  2-Phospho-D-glycerate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0]	rxn00459	ENO	R00658	Glycolysis / Gluconeogenesis|Methane metabolism	ANAEROBIC-RESPIRATION|ANAEROFRUCAT-PWY|ANAGLYCOLYSIS-PWY|ANARESP1-PWY|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CARBOXYLATES-DEG|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Degradation|Energy-Metabolism|Fermentation|Formaldehyde-Assimilation|GLUCONEO-PWY|GLYCOLYSIS|GLYCOLYSIS-E-D|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|Gluconeogenesis|NPGLUCAT-PWY|P122-PWY|P124-PWY|P341-PWY|P441-PWY|P461-PWY|Respiration|SECONDARY-METABOLITE-DEGRADATION|SUCROSE-DEG|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|TCA-VARIANTS|Xylose-Degradation
rxn00405_c0	>	Cytosol_0	kb|g.220339.CDS.2918	L-Arginine carboxy-lyase_c0		-3.09		(1)  cpd00051[c0] + (1)  cpd00067[c0] => (1)  cpd00011[c0] + (1)  cpd00152[c0]	(1)  L-Arginine_c0[c0] + (1)  H+_c0[c0] => (1)  CO2_c0[c0] + (1)  Agmatine_c0[c0]	rxn00405	ARGDC	R00566	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGDEG-III-PWY|ARGDEG-PWY|ARGININE-DEG|Acid-Resistance|Amino-Acid-Degradation|Biosynthesis|Degradation|Detoxification|ORNARGDEG-PWY|POLYAMINSYN3-PWY|POLYAMSYN-PWY|PWY0-1299|PWY0-823|Polyamine-Biosynthesis|Putrescine-Biosynthesis|Spermidine-Biosynthesis
rxn02949_c0	=	Cytosol_0	(kb|g.220339.CDS.2525 or kb|g.220339.CDS.2600 or kb|g.220339.CDS.2493 or kb|g.220339.CDS.3541 or kb|g.220339.CDS.2922 or kb|g.220339.CDS.2492)	(S)-3-Hydroxyisobutyryl-CoA hydro-lyase_c0		0.87		(1)  cpd00001[c0] + (1)  cpd02187[c0] <=> (1)  cpd03572[c0]	(1)  H2O_c0[c0] + (1)  Methacrylyl-CoA_c0[c0] <=> (1)  (S) -3-Hydroxyisobutyryl-CoA_c0[c0]	rxn02949	ECOAH12	R04224	Valine, leucine and isoleucine degradation	
rxn05031_c0	>	Cytosol_0	kb|g.220339.CDS.1889	prephytoene diphosphate:geranylgeranyl-diphosphate_c0		-13.19		(1)  cpd02168[c0] => (1)  cpd00012[c0] + (1)  cpd03205[c0]	(1)  Prephytoene diphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  Phytoene_c0[c0]	rxn05031		R07270	Carotenoid biosynthesis	
rxn10225_c0	=	Cytosol_0	(kb|g.220339.CDS.2471 or kb|g.220339.CDS.2472)	isohexadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15682[c0] <=> (1)  cpd00012[c0] + (1)  cpd15688[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  CDP-1,2-diisohexadecanoylglycerol_c0[c0]	rxn10225				
rxn10259_c0	=	Cytosol_0	kb|g.220339.CDS.958	isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0		-4.5		(1)  cpd00080[c0] + (1)  cpd15683[c0] <=> (1)  cpd00046[c0] + (1)  cpd15716[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-diisoheptadecanoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Diisoheptadecanoylphosphatidylglycerophosphate_c0[c0]	rxn10259				
rxn01011_c0	=	Cytosol_0	(kb|g.220339.CDS.1753 or kb|g.220339.CDS.492)	D-Glycerate:NADP+ 2-oxidoreductase_c0		6.22		(1)  cpd00003[c0] + (1)  cpd00223[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00145[c0]	(1)  NAD_c0[c0] + (1)  Glycerate_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  Hydroxypyruvate_c0[c0]	rxn01011	HPYRRx	R01388	Glycine, serine and threonine metabolism|Glyoxylate and dicarboxylate metabolism|Methane metabolism	C1-COMPOUNDS|Degradation|Energy-Metabolism|Formaldehyde-Assimilation|Photosynthesis
rxn00929_c0	=	Cytosol_0	kb|g.220339.CDS.373	L-Proline:NAD+ 5-oxidoreductase_c0		-10.52		(1)  cpd00003[c0] + (1)  cpd00129[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd02431[c0]	(1)  NAD_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	rxn00929	P5CRx	R01248	Arginine and proline metabolism	ARG-PRO-PWY|ARGININE-DEG|ARGORNPROST-PWY|Activation-Inactivation-Interconversion|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|Interconversion|PROLINE-SYN|PROSYN-PWY
rxn08311_c0	=	Cytosol_0	(kb|g.220339.CDS.2471 or kb|g.220339.CDS.2472)	CDP-diacylglycerol synthetase (n-C18:0)_c0		-360.2		(1)  cpd00052[c0] + (1)  cpd15526[c0] <=> (1)  cpd00012[c0] + (1)  cpd15421[c0]	(1)  CTP_c0[c0] + (1)  1,2-dioctadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  CDP-1,2-dioctadecanoylglycerol_c0[c0]	rxn08311	DASYN180			
rxn01492_c0	=	Cytosol_0	(kb|g.220339.CDS.2619 and kb|g.220339.CDS.2619)	ATP:D-fructose-1-phosphate 6-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00802[c0] <=> (1)  cpd00008[c0] + (1)  cpd00290[c0]	(1)  ATP_c0[c0] + (1)  D-fructose-1-phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  D-fructose-1,6-bisphosphate_c0[c0]	rxn01492	FRUK_r	R02071	Fructose and mannose metabolism	Carbohydrates-Degradation|Degradation|PWY0-1314|Sugars-And-Polysaccharides
